annotator_id,order_index,sample_id,is_anchor
P3-01,84,meld_dia274_utt0,0
P3-01,85,chsims_video_0041_0018,0
P3-01,86,meld_dia931_utt1,0
P3-01,87,meld_dia1025_utt6,0
P3-01,88,iemocap_Ses03M_impro03_F004,1
P3-01,89,iemocap_Ses03F_script02_2_F012,0
P3-01,90,iemocap_Ses03F_script02_2_F015,0
P3-01,91,chsims_aqgy4_0008_00039,0
P3-01,92,meld_dia328_utt4,0
P3-01,93,meld_dia649_utt15,0
P3-01,94,chsims_video_0023_0057,0
P3-01,95,meld_dia223_utt5,0
P3-01,96,chsims_video_0024_0014,0
P3-01,97,meld_dia6_utt10,0
P3-01,98,chsims_aqgy4_0009_00006,0
P3-01,99,meld_dia322_utt0,0
P3-01,100,chsims_video_xjzw_00060,0
P3-01,101,iemocap_Ses01F_script02_2_F016,0
P3-01,102,iemocap_Ses05F_script01_3_F019,0
P3-01,103,iemocap_Ses03M_script01_1_F034,0
P3-01,104,iemocap_Ses01F_impro05_F016,0
P3-01,105,meld_dia329_utt4,0
P3-01,106,chsims_video_0031_0006,0
P3-01,107,chsims_video_0024_0073,0
P3-01,108,mosi_Vj1wYRQjB-o_8,0
P3-01,109,meld_dia66_utt9,0
P3-01,110,chsims_aqgy4_0001_00022,0
P3-01,111,chsims_aqgy5_0006_00007,0
P3-01,112,meld_dia524_utt11,0
P3-01,113,mosi_BvYR0L6f2Ig_7,1
P3-01,114,chsims_aqgy5_0011_00024,0
P3-01,115,iemocap_Ses04M_script02_2_F029,0
P3-01,116,chsims_aqgy4_0018_00009,0
P3-01,117,iemocap_Ses02F_script01_1_M037,0
P3-01,118,iemocap_Ses05F_impro05_F017,1
P3-01,119,chsims_aqgy5_0019_00008,0
P3-01,120,mosi_f_pcplsH_V0_5,0
P3-01,121,chsims_aqgy5_0018_00003,0
P3-01,122,iemocap_Ses02M_script01_1_M008,1
P3-01,123,mosi_G-xst2euQUc_14,1
P3-01,124,iemocap_Ses01F_impro05_F011,0
P3-01,125,chsims_csbgs2_0001_00029,0
P3-01,126,meld_dia346_utt1,1
P3-01,127,meld_dia121_utt0,0
P3-01,128,mosi_atnd_PF-Lbs_15,0
P3-01,129,chsims_aqgy5_0031_00050,0
P3-01,130,meld_dia1012_utt11,0
P3-01,131,mosi_zhpQhgha_KU_13,0
P3-01,132,meld_dia584_utt0,0
P3-01,133,meld_dia54_utt16,1
P3-01,134,meld_dia412_utt12,1
P3-01,135,mosi_aiEXnCPZubE_14,0
P3-01,136,meld_dia3_utt0,1
P3-01,137,iemocap_Ses01F_impro07_F003,1
P3-01,138,mosi_jUzDDGyPkXU_5,0
P3-01,139,mustard_1_427,0
P3-01,140,chsims_video_0051_0029,0
P3-01,141,iemocap_Ses03F_script02_2_F047,0
P3-01,142,iemocap_Ses05M_impro04_M008,0
P3-01,143,meld_dia345_utt3,0
P3-01,144,iemocap_Ses03M_impro07_M003,0
P3-01,145,chsims_video_0006_0007,1
P3-01,146,iemocap_Ses03F_impro02_F039,0
P3-01,147,mosi_c7UH_rxdZv4_13,0
P3-01,148,meld_dia945_utt4,0
P3-01,149,chsims_video_0035_0013,0
P3-01,150,meld_dia439_utt0,0
P3-01,151,chsims_aqgy5_0024_00012,0
P3-01,152,meld_dia285_utt5,0
P3-01,153,mosi_yvsjCA6Y5Fc_18,0
P3-01,154,meld_dia275_utt11,0
P3-01,155,iemocap_Ses02F_script01_1_F017,1
P3-01,156,meld_dia404_utt9,1
P3-01,157,meld_dia888_utt4,0
P3-01,158,meld_dia11_utt9,0
P3-01,159,chsims_aqgy4_0001_00051,0
P3-01,160,iemocap_Ses01F_impro06_F006,0
P3-01,161,meld_dia936_utt7,0
P3-01,162,meld_dia199_utt5,1
P3-01,163,mosi_9qR7uwkblbs_27,0
P3-01,164,iemocap_Ses05M_script01_1_M022,0
P3-01,165,meld_dia374_utt8,0
P3-01,166,meld_dia515_utt2,0
P3-01,167,chsims_video_0009_0035,1
P3-01,168,meld_dia451_utt1,0
P3-01,169,chsims_aqgy5_0010_00025,0
P3-01,170,chsims_test5_00001,0
P3-01,171,mustard_2_392,0
P3-01,172,mosi_cW1FSBF59ik_11,0
P3-01,173,mustard_2_409,0
P3-01,174,mosi_tmZoasNr4rU_7,1
P3-01,175,mosi_vyB00TXsimI_2,0
P3-01,176,chsims_video_0051_0032,0
P3-01,177,meld_dia791_utt7,0
P3-01,178,meld_dia109_utt8,0
P3-01,179,chsims_video_0008_0002,0
P3-01,180,mosi_VbQk4H8hgr0_1,1
P3-01,181,meld_dia918_utt8,0
P3-01,182,meld_dia33_utt0,0
P3-01,183,mustard_1_4544,1
P3-01,184,iemocap_Ses05M_script03_1_M015,0
P3-01,185,mosi_8qrpnFRGt2A_5,1
P3-01,186,chsims_aqgy5_0012_00005,0
P3-02,0,chsims_test14_00005,0
P3-02,1,mustard_2_114,0
P3-02,2,chsims_video_0059_0015,0
P3-02,3,iemocap_Ses02F_script02_2_M018,0
P3-02,4,chsims_aqgy5_0002_00011,0
P3-02,5,iemocap_Ses02M_impro03_F008,0
P3-02,6,iemocap_Ses05M_impro02_M019,0
P3-02,7,chsims_video_0032_0023,0
P3-02,8,chsims_aqgy5_0005_00002,0
P3-02,9,meld_dia468_utt1,0
P3-02,10,mustard_1_8042,0
P3-02,11,iemocap_Ses04F_impro02_F019,0
P3-02,12,iemocap_Ses03M_impro04_F012,0
P3-02,13,meld_dia425_utt0,0
P3-02,14,mosi_yvsjCA6Y5Fc_13,1
P3-02,15,mustard_1_467,1
P3-02,16,chsims_aqgy5_0017_00020,0
P3-02,17,iemocap_Ses03M_impro08a_F031,0
P3-02,18,mosi_etzxEpPuc6I_3,0
P3-02,19,chsims_aqgy5_0020_00022,0
P3-02,20,meld_dia445_utt0,0
P3-02,21,mosi_2WGyTLYerpo_18,0
P3-02,22,meld_dia664_utt1,1
P3-02,23,mosi_bvLlb-M3UXU_18,0
P3-02,24,iemocap_Ses03M_impro08a_F021,0
P3-02,25,chsims_video_0055_0029,0
P3-02,26,meld_dia622_utt5,0
P3-02,27,meld_dia455_utt14,0
P3-02,28,meld_dia541_utt14,1
P3-02,29,meld_dia1029_utt7,0
P3-02,30,iemocap_Ses05M_script01_3_M011,0
P3-02,31,iemocap_Ses05M_impro02_M020,0
P3-02,32,meld_dia649_utt6,0
P3-02,33,mosi_X3j2zQgwYgE_10,1
P3-02,34,meld_dia504_utt5,0
P3-02,35,chsims_aqgy3_0008_00001,0
P3-02,36,meld_dia361_utt3,0
P3-02,37,mosi_Clx4VXItLTE_18,0
P3-02,38,mosi_7JsX8y1ysxY_2,1
P3-02,39,mosi_tIrG4oNLFzE_16,1
P3-02,40,mustard_1_8185,0
P3-02,41,meld_dia546_utt1,0
P3-02,42,chsims_video_0060_0006,0
P3-02,43,mosi_vvZ4IcEtiZc_10,0
P3-02,44,iemocap_Ses04M_script01_3_F013,0
P3-02,45,iemocap_Ses03F_impro06_F033,0
P3-02,46,iemocap_Ses03F_script01_3_M022,1
P3-02,47,chsims_video_0009_0018,0
P3-02,48,meld_dia851_utt13,0
P3-02,49,chsims_aqgy5_0024_00016,0
P3-02,50,chsims_video_0054_0161,0
P3-02,51,mosi_VCslbP0mgZI_14,0
P3-02,52,chsims_video_0002_0019,0
P3-02,53,chsims_aqgy5_0027_00027,0
P3-02,54,iemocap_Ses02F_script02_1_F004,0
P3-02,55,iemocap_Ses03M_impro01_F007,1
P3-02,56,iemocap_Ses03M_impro01_F001,0
P3-02,57,mustard_1_7641,1
P3-02,58,chsims_video_0046_0023,0
P3-02,59,chsims_video_0038_0042,0
P3-02,60,iemocap_Ses05M_impro05_F017,0
P3-02,61,chsims_video_0056_0065,1
P3-02,62,chsims_aqgy5_0004_00015,0
P3-02,63,mustard_1_5211,0
P3-02,64,mustard_1_3766,0
P3-02,65,iemocap_Ses01M_impro04_M003,0
P3-02,66,iemocap_Ses03M_script01_2_F016,0
P3-02,67,iemocap_Ses03M_impro01_F019,0
P3-02,68,meld_dia791_utt19,1
P3-02,69,chsims_video_0040_0031,0
P3-02,70,mosi_zhpQhgha_KU_3,1
P3-02,71,iemocap_Ses03M_script02_2_F019,0
P3-02,72,chsims_aqgy5_0036_00005,0
P3-02,73,meld_dia844_utt20,0
P3-02,74,meld_dia49_utt2,0
P3-02,75,meld_dia513_utt3,0
P3-02,76,iemocap_Ses03M_impro04_F028,0
P3-02,77,chsims_video_0024_0075,0
P3-02,78,chsims_video_xjzw_00072,0
P3-02,79,mosi_Dg_0XKD0Mf4_14,0
P3-02,80,iemocap_Ses01M_script01_1_F031,0
P3-02,81,iemocap_Ses05F_script03_2_M013,1
P3-02,82,mosi_yvsjCA6Y5Fc_3,0
P3-02,83,iemocap_Ses01F_impro04_F030,0
P3-02,84,iemocap_Ses01M_impro07_F007,0
P3-02,85,chsims_test5_00014,0
P3-02,86,iemocap_Ses03M_impro02_F028,0
P3-02,87,mosi_cW1FSBF59ik_15,0
P3-02,88,mosi_nzpVDcQ0ywM_19,0
P3-02,89,meld_dia226_utt13,0
P3-02,90,mosi_zhpQhgha_KU_5,0
P3-02,91,chsims_aqgy3_0001_00017,0
P3-02,92,chsims_video_0055_0023,0
P3-02,93,mosi_dq3Nf_lMPnE_14,0
P3-02,94,meld_dia233_utt0,0
P3-02,95,chsims_video_0047_0089,0
P3-02,96,iemocap_Ses03F_script01_1_F007,0
P3-02,97,iemocap_Ses04M_impro05_M041,1
P3-02,98,meld_dia119_utt8,1
P3-02,99,iemocap_Ses02F_impro01_M022,0
P3-02,100,meld_dia873_utt5,0
P3-02,101,iemocap_Ses01M_script03_2_F014,0
P3-02,102,iemocap_Ses01M_impro03_F023,0
P3-02,103,mustard_1_11901,0
P3-02,104,chsims_video_0010_0035,0
P3-02,105,iemocap_Ses02F_impro04_F001,1
P3-02,106,mosi_cXypl4FnoZo_4,0
P3-02,107,chsims_aqgy5_0032_00017,0
P3-02,108,meld_dia962_utt2,0
P3-02,109,mosi_yvsjCA6Y5Fc_1,0
P3-02,110,mosi_cW1FSBF59ik_23,1
P3-02,111,chsims_video_0025_0010,1
P3-02,112,chsims_video_0023_0028,1
P3-02,113,chsims_video_0041_0030,0
P3-02,114,chsims_video_0027_0024,1
P3-02,115,chsims_video_0047_0038,0
P3-02,116,mosi_Sqr0AcuoNnk_6,1
P3-02,117,mosi_c5xsKMxpXnc_10,0
P3-02,118,chsims_video_0043_0021,1
P3-02,119,iemocap_Ses05F_script03_1_F026,0
P3-02,120,meld_dia836_utt2,0
P3-02,121,mosi_Bfr499ggo-0_20,0
P3-02,122,meld_dia246_utt0,0
P3-02,123,mosi_d6hH302o4v8_29,0
P3-02,124,mustard_1_12331,0
P3-02,125,iemocap_Ses03M_impro06_M010,0
P3-02,126,iemocap_Ses02M_script03_1_F026,1
P3-02,127,meld_dia251_utt5,0
P3-02,128,chsims_video_0003_0006,0
P3-02,129,mosi_aiEXnCPZubE_16,0
P3-02,130,iemocap_Ses05F_script03_1_F031,0
P3-02,131,iemocap_Ses01F_script01_1_M036,0
P3-02,132,iemocap_Ses03F_script01_3_M038,0
P3-02,133,chsims_aqgy5_0015_00011,0
P3-02,134,chsims_video_0056_0078,1
P3-02,135,iemocap_Ses01F_script03_1_M015,0
P3-02,136,chsims_test2_00006,0
P3-02,137,iemocap_Ses02M_impro03_M017,1
P3-02,138,iemocap_Ses02M_script01_1_M040,0
P3-02,139,meld_dia827_utt14,1
P3-02,140,mosi_1iG0909rllw_20,1
P3-02,141,meld_dia855_utt3,0
P3-02,142,chsims_video_0025_0036,0
P3-02,143,chsims_video_0025_0026,0
P3-02,144,chsims_video_0016_0039,0
P3-02,145,meld_dia54_utt1,0
P3-02,146,chsims_video_0046_0064,0
P3-02,147,meld_dia574_utt8,0
P3-02,148,iemocap_Ses02M_script03_2_M003,0
P3-02,149,meld_dia629_utt7,0
P3-02,150,iemocap_Ses02M_script01_2_M018,0
P3-02,151,mosi_lXPQBPVc5Cw_3,0
P3-02,152,meld_dia114_utt4,0
P3-02,153,iemocap_Ses04F_script03_2_F029,0
P3-02,154,meld_dia358_utt15,0
P3-02,155,chsims_video_0013_0033,0
P3-02,156,mustard_1_11098,1
P3-02,157,mosi_LSi-o-IrDMs_11,0
P3-02,158,mosi_iiK8YX8oH1E_15,0
P3-02,159,mosi_HEsqda8_d0Q_4,0
P3-02,160,mosi_0h-zjBukYpk_6,0
P3-02,161,meld_dia226_utt19,0
P3-02,162,mosi_Jkswaaud0hk_10,0
P3-02,163,iemocap_Ses02F_script02_2_F002,0
P3-02,164,meld_dia819_utt6,0
P3-02,165,iemocap_Ses04M_impro05_F029,0
P3-02,166,iemocap_Ses04M_script02_2_F031,0
P3-02,167,mosi_8qrpnFRGt2A_12,0
P3-02,168,meld_dia333_utt2,0
P3-02,169,chsims_aqgy5_0007_00020,0
P3-02,170,iemocap_Ses02M_script03_2_M012,0
P3-02,171,mosi_wMbj6ajWbic_16,0
P3-02,172,meld_dia707_utt14,0
P3-02,173,chsims_aqgy4_0017_00005,0
P3-02,174,iemocap_Ses02M_impro04_M019,0
P3-02,175,meld_dia464_utt5,0
P3-02,176,chsims_video_0060_0012,0
P3-02,177,mustard_2_377,1
P3-02,178,chsims_video_0013_0025,0
P3-02,179,chsims_aqgy5_0007_00040,0
P3-02,180,iemocap_Ses04F_script03_2_F035,0
P3-02,181,iemocap_Ses02F_script01_1_F043,0
P3-02,182,iemocap_Ses01M_impro05_M023,0
P3-02,183,iemocap_Ses05F_impro04_M020,0
P3-02,184,chsims_aqgy5_0007_00019,0
P3-02,185,meld_dia681_utt4,0
P3-02,186,chsims_video_0048_0026,0
P3-03,0,chsims_aqgy5_0013_00025,0
P3-03,1,meld_dia907_utt4,1
P3-03,2,mustard_1_1678,0
P3-03,3,chsims_aqgy5_0033_00014,0
P3-03,4,meld_dia82_utt10,0
P3-03,5,meld_dia762_utt2,0
P3-03,6,chsims_video_0005_0007,0
P3-03,7,iemocap_Ses03F_script01_1_F034,0
P3-03,8,iemocap_Ses02F_script02_1_M021,0
P3-03,9,mosi_ob23OKe5a9Q_5,0
P3-03,10,iemocap_Ses04M_script02_2_F008,1
P3-03,11,iemocap_Ses03F_script01_1_F028,0
P3-03,12,chsims_video_0055_0014,0
P3-03,13,mustard_2_617,0
P3-03,14,chsims_video_0027_0027,0
P3-03,15,chsims_aqgy5_0007_00027,0
P3-03,16,chsims_video_0048_0021,0
P3-03,17,mustard_2_15,1
P3-03,18,meld_dia778_utt9,0
P3-03,19,chsims_aqgy5_0020_00004,0
P3-03,20,meld_dia628_utt11,0
P3-03,21,mustard_1_10853,0
P3-03,22,meld_dia516_utt4,0
P3-03,23,mustard_1_5919,0
P3-03,24,mustard_1_5627,1
P3-03,25,mosi_9qR7uwkblbs_24,0
P3-03,26,iemocap_Ses04M_impro08_M000,0
P3-03,27,iemocap_Ses05F_impro03_M064,1
P3-03,28,mosi_f9O3YtZ2VfI_13,0
P3-03,29,meld_dia571_utt13,0
P3-03,30,iemocap_Ses05F_impro07_F022,0
P3-03,31,meld_dia623_utt2,1
P3-03,32,chsims_video_0053_0012,0
P3-03,33,mustard_2_172,0
P3-03,34,meld_dia367_utt4,0
P3-03,35,chsims_video_0024_0089,0
P3-03,36,meld_dia214_utt2,0
P3-03,37,mosi_cW1FSBF59ik_12,0
P3-03,38,chsims_aqgy3_0002_00003,0
P3-03,39,chsims_aqgy3_0005_00019,0
P3-03,40,meld_dia175_utt11,0
P3-03,41,iemocap_Ses05F_script01_3_M009,0
P3-03,42,meld_dia358_utt13,0
P3-03,43,chsims_test11_00011,0
P3-03,44,mustard_1_8407,0
P3-03,45,chsims_test13_00003,0
P3-03,46,iemocap_Ses05M_script01_1_F029,1
P3-03,47,mosi_cW1FSBF59ik_18,0
P3-03,48,mustard_1_8159,0
P3-03,49,chsims_video_0055_0034,0
P3-03,50,chsims_aqgy4_0001_00061,0
P3-03,51,mosi_tIrG4oNLFzE_13,0
P3-03,52,iemocap_Ses05M_impro02_F018,1
P3-03,53,mosi_X3j2zQgwYgE_5,0
P3-03,54,meld_dia463_utt6,0
P3-03,55,iemocap_Ses04M_script02_2_F000,0
P3-03,56,meld_dia614_utt5,1
P3-03,57,iemocap_Ses04M_script01_2_M017,0
P3-03,58,meld_dia950_utt4,0
P3-03,59,chsims_aqgy4_0015_00002,0
P3-03,60,chsims_video_0038_0016,0
P3-03,61,iemocap_Ses03F_impro05_F008,0
P3-03,62,meld_dia992_utt13,0
P3-03,63,mosi_VbQk4H8hgr0_1,1
P3-03,64,iemocap_Ses05M_impro04_M011,0
P3-03,65,iemocap_Ses04M_script02_2_M028,0
P3-03,66,chsims_aqgy5_0008_00019,0
P3-03,67,chsims_video_0024_0010,0
P3-03,68,meld_dia279_utt15,0
P3-03,69,meld_dia740_utt3,0
P3-03,70,mustard_1_6165,1
P3-03,71,meld_dia923_utt2,0
P3-03,72,chsims_test5_00013,0
P3-03,73,iemocap_Ses01F_script02_2_F003,0
P3-03,74,iemocap_Ses02M_impro05_M001,0
P3-03,75,iemocap_Ses02M_impro01_M016,0
P3-03,76,mosi_5W7Z1C_fDaE_12,0
P3-03,77,iemocap_Ses02M_script03_2_F012,0
P3-03,78,iemocap_Ses02F_script03_2_F013,0
P3-03,79,chsims_aqgy4_0012_00002,0
P3-03,80,iemocap_Ses03F_impro02_F016,0
P3-03,81,iemocap_Ses03M_impro08b_M002,0
P3-03,82,meld_dia733_utt12,1
P3-03,83,iemocap_Ses04F_script01_3_F014,0
P3-03,84,chsims_aqgy5_0028_00017,0
P3-03,85,meld_dia367_utt14,1
P3-03,86,iemocap_Ses03M_impro08b_F011,0
P3-03,87,iemocap_Ses05F_impro06_F009,0
P3-03,88,iemocap_Ses05M_script03_2_M003,0
P3-03,89,iemocap_Ses03F_script02_2_M030,0
P3-03,90,iemocap_Ses03F_script01_1_F048,0
P3-03,91,mosi_phBUpBr1hSo_15,0
P3-03,92,mosi_d6hH302o4v8_35,0
P3-03,93,chsims_aqgy5_0008_00025,1
P3-03,94,meld_dia383_utt8,0
P3-03,95,mustard_1_8827,1
P3-03,96,chsims_video_0039_0008,0
P3-03,97,iemocap_Ses02M_script01_2_F011,0
P3-03,98,meld_dia560_utt6,0
P3-03,99,iemocap_Ses04M_script01_1_F038,0
P3-03,100,meld_dia597_utt10,0
P3-03,101,chsims_aqgy4_0008_00026,0
P3-03,102,meld_dia772_utt1,0
P3-03,103,chsims_aqgy4_0008_00011,0
P3-03,104,iemocap_Ses02M_impro05_F013,1
P3-03,105,iemocap_Ses05F_script01_3_M019,1
P3-03,106,mosi_I5y0__X72p0_13,1
P3-03,107,mosi_wMbj6ajWbic_10,0
P3-03,108,mustard_2_461,0
P3-03,109,chsims_aqgy5_0010_00017,0
P3-03,110,meld_dia794_utt10,0
P3-03,111,chsims_csbgs2_0002_00008,0
P3-03,112,mustard_1_1732,0
P3-03,113,meld_dia665_utt18,0
P3-03,114,chsims_aqgy4_0001_00013,0
P3-03,115,chsims_aqgy5_0007_00025,0
P3-03,116,meld_dia595_utt5,0
P3-03,117,chsims_video_0002_0009,1
P3-03,118,chsims_aqgy5_0030_00003,0
P3-03,119,mosi_atnd_PF-Lbs_3,0
P3-03,120,meld_dia154_utt7,0
P3-03,121,chsims_aqgy4_0018_00001,1
P3-03,122,mosi_lXPQBPVc5Cw_6,0
P3-03,123,iemocap_Ses05F_script03_1_M013,0
P3-03,124,mosi_zhpQhgha_KU_26,0
P3-03,125,mosi_9T9Hf74oK10_1,0
P3-03,126,chsims_video_0016_0005,1
P3-03,127,chsims_video_0048_0002,1
P3-03,128,iemocap_Ses02M_script02_2_F011,0
P3-03,129,meld_dia541_utt7,0
P3-03,130,mustard_1_1189,1
P3-03,131,chsims_aqgy5_0033_00022,0
P3-03,132,meld_dia336_utt10,0
P3-03,133,chsims_aqgy5_0015_00022,0
P3-03,134,chsims_video_0041_0002,0
P3-03,135,chsims_video_0012_0015,0
P3-03,136,iemocap_Ses05F_impro05_M043,0
P3-03,137,meld_dia176_utt2,0
P3-03,138,iemocap_Ses03M_impro03_M005,1
P3-03,139,iemocap_Ses02F_impro02_F009,0
P3-03,140,meld_dia792_utt3,0
P3-03,141,mosi_d6hH302o4v8_7,0
P3-03,142,iemocap_Ses05F_script01_2_F010,0
P3-03,143,chsims_aqgy5_0021_00016,1
P3-03,144,mosi_03bSnISJMiM_11,0
P3-03,145,chsims_aqgy4_0011_00011,0
P3-03,146,chsims_aqgy5_0028_00021,0
P3-03,147,mosi_k5Y_838nuGo_27,0
P3-03,148,meld_dia49_utt14,0
P3-03,149,mosi_pLTX3ipuDJI_15,0
P3-03,150,mosi_LSi-o-IrDMs_6,0
P3-03,151,mosi_yvsjCA6Y5Fc_8,0
P3-03,152,meld_dia622_utt4,0
P3-03,153,mosi_W8NXH0Djyww_21,0
P3-03,154,chsims_video_0016_0014,0
P3-03,155,iemocap_Ses05M_script02_2_F005,1
P3-03,156,chsims_video_0011_0031,0
P3-03,157,chsims_video_0046_0054,0
P3-03,158,iemocap_Ses04M_impro01_M013,1
P3-03,159,chsims_video_0022_0021,0
P3-03,160,chsims_video_0029_0019,0
P3-03,161,mosi_cM3Yna7AavY_6,0
P3-03,162,mosi_c5xsKMxpXnc_13,0
P3-03,163,iemocap_Ses03M_script02_2_F043,0
P3-03,164,meld_dia434_utt10,0
P3-03,165,chsims_video_0032_0007,0
P3-03,166,chsims_video_0045_0035,0
P3-03,167,iemocap_Ses05M_script03_1_M005,0
P3-03,168,chsims_video_0024_0021,0
P3-03,169,iemocap_Ses02F_impro03_M012,0
P3-03,170,iemocap_Ses04M_impro08_F007,0
P3-03,171,iemocap_Ses03M_script02_1_M002,1
P3-03,172,mosi_dq3Nf_lMPnE_5,0
P3-03,173,iemocap_Ses02F_script01_2_M002,0
P3-03,174,chsims_video_0001_0032,0
P3-03,175,iemocap_Ses01M_impro07_F005,0
P3-03,176,meld_dia520_utt2,0
P3-03,177,iemocap_Ses03F_impro08_F005,0
P3-03,178,mosi_VbQk4H8hgr0_5,0
P3-03,179,iemocap_Ses04M_impro04_M009,0
P3-03,180,meld_dia474_utt4,0
P3-03,181,iemocap_Ses02M_impro08_F007,0
P3-03,182,mustard_1_6032,0
P3-03,183,meld_dia560_utt5,0
P3-03,184,meld_dia119_utt8,1
P3-03,185,meld_dia155_utt8,1
P3-03,186,iemocap_Ses05F_impro08_M002,0
P3-04,0,chsims_video_0002_0029,0
P3-04,1,chsims_video_0023_0038,0
P3-04,2,meld_dia940_utt5,0
P3-04,3,iemocap_Ses01F_script03_1_F027,0
P3-04,4,mustard_1_10009,1
P3-04,5,meld_dia327_utt4,0
P3-04,6,mosi_TvyZBvOMOTc_8,1
P3-04,7,meld_dia382_utt2,0
P3-04,8,mustard_2_31,0
P3-04,9,iemocap_Ses03F_impro01_F005,0
P3-04,10,meld_dia651_utt10,0
P3-04,11,iemocap_Ses01F_impro07_M006,0
P3-04,12,meld_dia733_utt12,1
P3-04,13,chsims_aqgy5_0020_00017,0
P3-04,14,meld_dia661_utt7,0
P3-04,15,chsims_video_0006_0017,0
P3-04,16,iemocap_Ses05M_script03_1_M029,0
P3-04,17,meld_dia176_utt10,1
P3-04,18,iemocap_Ses03F_impro02_M030,0
P3-04,19,chsims_aqgy5_0020_00003,0
P3-04,20,iemocap_Ses02F_impro05_F008,0
P3-04,21,mosi_9J25DZhivz8_10,0
P3-04,22,chsims_video_0001_0015,0
P3-04,23,chsims_aqgy5_0013_00024,0
P3-04,24,chsims_video_0055_0022,0
P3-04,25,chsims_video_0046_0051,0
P3-04,26,mosi_Clx4VXItLTE_7,0
P3-04,27,iemocap_Ses02F_script03_2_F025,0
